Designator,Mid X,Mid Y,Rotation,Layer
BT1,237.225,-80.525,270.0,top
C1,178.525,-90.475,180.0,top
C2,199.65,-90.225,0.0,top
C3,178.525,-88.2,180.0,top
J1,178.3,-70.075,90.0,top
LS1,222.35,-69.375,0.0,top
R1,187.05,-87.1,270.0,top
R2,183.475,-87.1,270.0,top
R3,185.275,-87.1,270.0,top
R4,182.75,-78.325,90.0,top
R5,184.75,-78.325,270.0,top
U1,177.0,-82.925,0.0,top
U2,217.05,-76.125,90.0,top
U3,216.6,-90.275,270.0,top
